Date,Level,Slope,Curvature,Lambda
2019-04-30,0.0875482300392101,-0.0294714120025539,-8.39748876333279E-08,2.77338840490169
2019-03-29,0.0871891003410898,-0.027318197444859,-3.17634062833055E-07,3.45780419686878
2019-02-28,0.0859205756974135,-0.0268690550633144,9.39581125890255E-08,1.92204373670127
2019-01-31,0.0894453820381352,-0.0296288523727446,1.32760384511103E-06,2.13971465618821
2018-12-31,0.0877938017172963,-0.0288274445807508,0.00219204228941806,2.16678429411653
2018-11-30,0.0859021709745743,-0.030407977042843,4.44905882950118E-07,1.32794049781148
2018-10-31,0.0927776280518511,-0.0362127353536955,-1.80249226430324E-06,1.30517854589012
2018-09-28,0.0865193865248132,-0.0311381815758256,1.08135657426718E-07,0.565205801063141
2018-08-31,0.0861544179639308,-0.0345365052533215,-8.7315679646631E-07,0.922595497162784
2018-07-31,0.0829510841092072,-0.0356132700380086,-0.000001499343696636,0.621852453521465
2018-06-29,0.0828447072543076,-0.0356886224078738,-1.59355415394635E-06,0.621712890231622
2018-05-31,0.0756336232654215,-0.0290958829553603,-0.0169890211738081,0.323201602951955
2018-04-30,0.0767847554929725,-0.0294525562431095,-2.74229623001551E-07,1.86974492668166
2018-03-29,0.0775852283995602,-0.0333418546615702,3.49781188728331E-07,2.97142773721755
2018-02-28,0.0776696369392164,-0.0340597789311841,-2.23235805131237E-07,2.98861699717918
2018-01-31,0.0747807609461941,-0.0335431117802995,1.78671619101627E-07,2.74757888883742
2017-12-30,0.0806394539375309,-0.031192027076558,-1.67080054325914E-07,6.10304320547573
2017-11-30,0.0785280369785943,-0.0304461312576377,-9.30344782552677E-08,3.89612357709127
2017-10-31,0.0777513940298318,-0.0309536207722956,-3.63900697598888E-07,2.09022685664803
2017-09-29,0.0786117556375152,-0.02936100991066,1.93968880434223E-07,3.9338123402573
2017-08-31,0.0826706637977766,-0.0301405277353511,-1.36420284788542E-07,5.63121861667395
2017-07-31,0.0812789915956605,-0.0255485905317853,-1.30801741897778E-07,3.57880704871363
2017-06-22,0.0799539679947546,-0.0262325544045187,5.17340452190151E-07,2.99044220548057
2017-05-31,0.0816114593677486,-0.0254373671447154,-1.0719807500139E-07,3.84037593128805
2017-04-28,0.0822508029203135,-0.0264024209127854,-1.11855373641429E-07,3.85306876616567
2017-03-31,0.080463184489836,-0.0267912484914729,8.0539723665921E-07,2.2211018585023
2017-02-28,0.0826337994449848,-0.0310885916618798,-3.83391516822207E-07,1.12501232711781
2017-01-31,0.0852082563512068,-0.0287049315373562,-5.10602423141248E-07,2.10620394609256
2016-12-31,0.0834272660173039,-0.0258691921725225,-4.26440107288822E-06,0.730854840390425
2016-11-30,0.0852601198135286,-0.0269539397100169,1.25690372077118E-06,0.701681169276667
2016-10-31,0.0804586429505852,-0.0203462521750172,9.70985589765704E-08,3.26081160875448
2016-09-30,0.0775769452945718,-0.0181954208840106,2.04674185172159E-08,3.31545657489149
2016-08-31,0.075863659012001,-0.0222172247480307,-9.53855069815079E-08,1.12382608177813
2016-07-29,0.0804824326730396,-0.0189023426695574,8.91393466876338E-08,6.6585995399949
2016-06-30,0.0790450281800809,-0.0191904304572334,5.7398165703394E-07,1.11860293642291
2016-05-31,0.0829263273318121,-0.0252955923676433,8.58335821136422E-07,1.2543606730652
2016-04-29,0.080574227697525,-0.0294000578839218,-2.82507768869693E-06,0.656821473483493
2016-03-31,0.0868502270109832,-0.0209459664794228,-1.06561521119028E-07,3.82939252898381
2016-02-29,0.0907968830335436,-0.0243239208378624,1.15479569202649E-07,2.39078951372144
2016-01-29,0.0880708145646734,-0.0379210193181937,0.00695216966424767,0.573968821725029
2015-12-28,0.0913036218196079,-0.0301668919591624,0.0117432824543469,0.586098975707238
2015-11-30,0.0896986358201493,-0.0278844961708544,0.00241412730234738,0.626146256378119
2015-10-30,0.0918033175963349,-0.0313909865093282,0.00652814232659088,0.557567140628032
2015-09-30,0.0997519029847443,-0.0422189674834032,0.0314235223692619,0.881661762736714
2015-08-31,0.0938269445396781,-0.0331473736566138,-1.11039051221416E-06,0.946638753786501
2015-07-31,0.0894119787289331,-0.0328950122971571,6.28031057414474E-07,0.73614579752607
2015-06-30,0.0859436614008849,-0.0316383296372572,0.0144334922263591,0.88262350342333
2015-05-29,0.085078044397226,-0.0312052413058917,0.00287443854095524,0.687002596004985
2015-04-30,0.0830483445520804,-0.0204697691954917,-3.68240557409471E-07,1.83189274094084
2015-03-31,0.0799165477111888,-0.0213940839319649,4.06843821517158E-07,1.94200714381533
2015-02-27,0.0768727214485238,-0.0163433318124304,-1.79508773125623E-07,3.77150841192786
2015-01-30,0.0767975299744893,-0.0200479730889677,1.72824316427017E-07,1.87510748541432
2014-12-31,0.0843512434580766,-0.0233441833173094,6.82085508436861E-07,1.10981202142839
2014-11-28,0.0819251167003556,-0.0218491384027976,-1.0814484660237E-06,0.813517292322956
2014-10-31,0.087355669933443,-0.0214886930709983,0.014400459642343,4.41330566988065
2014-09-30,0.0913764409991463,-0.0276396258490066,4.17780032631532E-07,1.59755364643968
2014-08-29,0.0895250615858235,-0.0300500401367925,2.20324476927192E-06,1.38851546643098
2014-07-25,0.0892103368117891,-0.0294866610450763,5.20385054602364E-07,1.82788307171027
2014-06-30,0.0931662708857317,-0.0299417457561095,-4.58626133880727E-07,2.99558520652761
2014-05-30,0.0880977642808189,-0.0309413088416304,-3.94116454942343E-06,1.41987260717889
2014-04-30,0.0877017610500436,-0.0302004088557555,-7.58012586539799E-09,1.63863735886521
2014-03-28,0.0857532058243719,-0.0349526691319094,1.92913781915953E-07,0.691107975494476
2014-02-28,0.0944059091367357,-0.0304991841229176,-1.37295343078782E-07,2.44399117795272
2014-01-30,0.0687764575686533,0.00265568745218057,0.0889153088456593,16.6296135269477
